gene_name,log 2 FC,orginial p,adjusted p
C1QL2,-6.106150545348924,1.7087699657103833e-22,0.0
C1R,3.4423142001661393,1.7558495501110991e-22,0.0
HIP1R,-2.644930073961128,2.0011755547665108e-22,0.0
ALCAM,-3.119144653207755,2.0372425654644379e-22,0.0
VCAN,-2.638194769387202,2.4440046945550367e-22,0.0
TRIM22,3.85355724634549,2.6600058359883333e-22,0.0
TAGLN2,1.9765882006907043,2.7178998334331424e-22,0.0
CSPG5,-3.4451476219364943,3.1479862853089534e-22,0.0
ATCAY,-3.275853761987644,3.471012572257891e-22,0.0
GEM,3.0894211224823325,4.460918602776054e-22,0.0
LINC00632,-2.6983693144935432,6.569533775468032e-22,0.0
NCAM1,-2.0426144979577248,6.898910192831462e-22,0.0
CNTN1,-2.457197702977378,7.51553406408952e-22,0.0
CDKN1A,2.754164938807958,7.890476401732785e-22,0.0
RPL36,1.631059722563475,1.720747844836822e-21,0.0
THBS3,1.5171434125721106,1.786912040849271e-21,0.0
SLC35F1,-3.300540495028726,1.890256572089139e-21,0.0
C3,5.197213607763877,2.5584403145621196e-21,0.0
FAIM2,-2.5184905946134633,2.5678042027459234e-21,0.0
SLC6A9,2.2698513209199564,3.168498454010446e-21,0.0
KLF10,3.360550055507375,3.396131955063706e-21,0.0
SEZ6L,-2.6365648545754414,3.680841400601861e-21,0.0
DDR2,2.5095711597262214,4.588908127565612e-21,0.0
S100A11,3.043509407076831,4.777070933536472e-21,0.0
ID3,2.9431637393636456,5.1925742176636846e-21,0.0
CEROX1,-2.863551894301007,5.292610084351408e-21,0.0
TUBB4A,-5.267708777897321,1.1144315892486989e-20,0.0
IQCE,2.7465395666050294,1.2438393269138229e-20,0.0
SLC22A17,-2.2824976470288725,1.2907134651915076e-20,0.0
CSMD3,-3.554820394097427,1.397861405988643e-20,0.0
LRRC4C,-3.618117375066862,1.5214462369121923e-20,0.0
RGCC,-2.0432620197817295,1.5958463779025924e-20,0.0
TFPI,2.601905770739104,1.7800152505528987e-20,0.0
HOXA7,4.626472948851823,1.783935854854215e-20,0.0
ZFP36,2.558578306708267,2.5187089392250074e-20,0.0
SERPINA3,3.3230530145475963,2.7875547153464664e-20,0.0
DPYD,3.1438207673903666,2.846690349306331e-20,0.0
SULF2,-3.295040176425388,2.9005590110003824e-20,0.0
FGF12,-3.3478144142153736,3.0178565262775505e-20,0.0
RND3,4.380181712563699,3.321932438447007e-20,0.0
SLC1A2,-3.329684000692452,3.5885345919310066e-20,0.0
CACNG4,-4.717822431182943,3.6877165779098824e-20,0.0
IL32,4.392705119332341,3.7459387076397834e-20,0.0
CADM2,-2.8263926800606396,5.730424018306683e-20,0.0
GBP2,4.300962207884897,5.89555232629577e-20,0.0
CSPG4,-3.0951863880991897,5.92095271694005e-20,0.0
DNM3,-2.7291305076131653,6.199020973514076e-20,0.0
DPY19L1,2.2607167436815634,7.631449229581357e-20,0.0
ZSWIM6,-3.083903656185915,8.093379785278377e-20,0.0
SOCS3,2.2062540549458913,9.44022310404055e-20,0.0
SPARCL1,-2.7161434139532346,9.932110001147604e-20,0.0
ADGRB1,-4.713339377897077,1.0315966653407017e-19,0.0
RPL12,1.943360770206603,1.0493770723672733e-19,0.0
MLC1,1.0455679613911957,1.131492224909115e-19,0.0
RPL41,1.2577653458910012,1.1436342673080353e-19,0.0
FEZF1-AS1,3.871237312533659,1.1727626009268838e-19,0.0
MYT1,-4.158621357364293,1.2330532831078271e-19,0.0
MTSS1,-2.428343686369156,1.392037965426542e-19,0.0
FAM20C,3.5542500305344356,1.751230488179866e-19,0.0
SHISA9,-0.8902375521674928,1.9738603348415776e-19,0.0
NDUFA4,1.3155918933166284,2.338875340257109e-19,0.0
TAX1BP3,2.556870172989383,2.6204208731362517e-19,0.0
SERPINE2,-2.217690211556756,2.703785132779492e-19,0.0
CPE,-2.3655452092083866,2.7524580017758495e-19,0.0
GPRC5B,-2.391163990531709,3.276308824674198e-19,0.0
RPS8,1.4358448347140724,3.503588534333855e-19,0.0
TWIST1,5.229981572823355,3.533849200130962e-19,0.0
HSPB1,2.2365254732490536,4.0434009741569335e-19,0.0
HMGCS1,-3.0685380270477527,4.1047479694306415e-19,0.0
SHISA7,-3.6562544258169907,4.218825270500894e-19,0.0
WEE1,2.938384235531925,4.28147576238592e-19,0.0
GBP1,5.1641695829098015,4.419209190630924e-19,0.0
HSPB6,2.302376545230403,4.710679382354087e-19,0.0
CST3,-1.2321402148019573,5.759937010094572e-19,0.0
FLNC,3.0997234783226784,6.240795553140259e-19,0.0
COX7A1,1.9878310585006131,6.278938923327132e-19,0.0
KCNQ2,-5.293285059046291,6.808533126978327e-19,0.0
LUZP2,-2.8361063537637463,6.900663090771386e-19,0.0
NRXN1,-1.882814685305288,8.304115419915782e-19,0.0
LTF,8.702551621023746,8.68701929813937e-19,0.0
CBX3,1.7123052315224028,9.735754970215555e-19,0.0
RPS18,1.366557546703392,1.0942723057882653e-18,0.0
DGKG,-3.096173211407308,1.483585786537416e-18,0.0
CYFIP2,-2.2861011658179353,1.7077188466258947e-18,0.0
LRP1,-1.537119817601589,1.9641867646805087e-18,0.0
SOX8,-2.515474109739608,2.0937463944974805e-18,0.0
SKAP2,3.221868929556795,2.322972911630674e-18,0.0
MRC2,2.160990122237654,2.54774055971773e-18,0.0
ASIC1,-3.9411429259108597,2.588245490957928e-18,0.0
MIR12136,1.0754327692902146,2.6325208323702356e-18,0.0
TMSB10,1.7741320982487432,2.875037891494177e-18,0.0
FBXO32,2.4981209584274002,4.1778646663836574e-18,0.0
STMN4,-4.168609071626211,4.5010831737843446e-18,0.0
PPP1R15A,1.7949991125473348,4.8030408177213355e-18,0.0
HES1,2.7995067976540886,5.494994931340484e-18,0.0
BCAS1,-4.8104498481668445,6.1651781486327414e-18,0.0
LRRK2,-2.6860503603572337,6.2119788746251415e-18,0.0
GPR37L1,-1.6268965590166808,8.916482061775445e-18,0.0
DHCR7,-3.111384336161159,1.2810700172200056e-17,0.0
LOC100130872,-1.212601191360135,1.3055376428404184e-17,0.0
IFITM2,2.647433401192912,1.3126033994525122e-17,0.0
SNX22,-3.385749878872858,1.4077484038194353e-17,0.0
IQGAP1,1.8007361336269219,1.4268338680492056e-17,0.0
SLC4A2,2.1832802223966525,1.6645985976118798e-17,0.0
EGFR,2.901394427184229,1.7316321838779384e-17,0.0
CAVIN1,3.5008815444539936,2.0101381563945107e-17,0.0
PCDH7,-3.335145631408535,2.2354699716368374e-17,0.0
PTPRD,-4.035158995889501,2.2593764915362023e-17,0.0
B3GNT7,-3.5110025297927803,2.2935273916745936e-17,0.0
LAMA2,0.5829485756570496,2.3814458589792458e-17,0.0
RPL37A,1.36052483932456,2.6957888330997534e-17,0.0
UPP1,2.128924186921132,2.7501999523264248e-17,0.0
BCAN,-1.2009871675427173,3.3524208363983884e-17,0.0
CCN2,3.67210176914761,3.4559150706661463e-17,0.0
GALNT13,-3.4839996262938673,3.798506432081757e-17,0.0
KANK1,-2.34757455860899,4.329469060480731e-17,0.0
CYP19A1,3.8859255097621146,4.395307093177182e-17,0.0
HOXA10,5.4689868023246575,4.395307093177182e-17,0.0
CLDN10,-3.4820421662574366,5.0385940875134174e-17,0.0
NNMT,5.934804341448951,5.695656643838868e-17,0.0
CHL1,-1.5617754862630375,5.999450671380213e-17,0.0
KLF6,2.01579873292256,6.320897546813101e-17,0.0
SREK1IP1,1.4683609756110856,6.396074082417632e-17,0.0
BBLN,2.393046181102714,6.493091539300845e-17,0.0
BAMBI,-4.451956984948554,6.503565631579779e-17,0.0
IFI44L,3.739429680683,6.887002181012171e-17,0.0
OLIG2,-2.255167536753893,6.954093450599731e-17,0.0
TNK2,-2.0973952840594463,7.043590555754214e-17,0.0
ZFP36L2,1.8634474706624582,7.418696613903279e-17,0.0
PIM1,2.0433905214220442,7.687148977513987e-17,0.0
RPLP2,1.3985271282248024,8.022576889032079e-17,0.0
HOXB3,4.409589891996077,8.419115260691084e-17,0.0
RNF19A,1.9156943121143264,8.582964647438347e-17,0.0
CLIC1,2.457859774575597,1.206019331449286e-16,0.0
SOX9,1.6246738503753568,1.2231771158682578e-16,0.0
GFPT2,2.6800880840848262,1.27554081192794e-16,0.0
HOXA3,3.046526676121092,1.3111353737616718e-16,0.0
COL6A2,3.0794244461445457,1.3678274496068618e-16,0.0
SCG2,-3.4361386875006192,1.4385047252417158e-16,0.0
BASP1,-4.283908517738088,1.662660693347451e-16,0.0
TGFB2,2.189988271838456,1.8137686410314956e-16,0.0
NTRK3,-2.270908492175301,1.8891601956256193e-16,0.0
C1S,2.6809964004008435,1.9059854003943856e-16,0.0
CLIC4,1.903645292671041,1.9885846829041688e-16,0.0
TXN,1.992214940008283,1.9923918255408638e-16,0.0
HMGCR,-3.750402607184239,2.4265686589864565e-16,0.0
SEMA5A,-2.9154704256410198,2.6902530476463853e-16,0.0
ROMO1,1.4470917422827256,3.3163093126577486e-16,0.0
RUNX1,3.289968066418845,3.5582080944227725e-16,0.0
PRDX6,1.4779890992270561,3.761251490165453e-16,0.0
CSF1,2.264836347248537,3.843769120357771e-16,0.0
EYA4,2.55499764748999,3.8896271732981585e-16,0.0
PTPRG,-2.1008986654882036,4.330122205426151e-16,0.0
CP,4.704945063349408,5.242644665865714e-16,0.0
RDH11,-2.3893859574567227,5.342285072211012e-16,0.0
SNX10-AS1,2.135240071889653,6.554271292150647e-16,0.0
MSMO1,-1.6360075485008667,6.980806570070926e-16,0.0
CSMD1,-2.521048997893346,7.419352531799628e-16,0.0
KIF5C,-3.4458461123224264,7.615925255088788e-16,0.0
HOXB2,5.452312296739155,7.868285884250371e-16,0.0
COL20A1,-3.9014588284736558,9.338465342229503e-16,0.0
GNG7,-3.0004050121949137,1.0602928821829306e-15,0.0
SLITRK2,-2.3754217210388906,1.0882436088749314e-15,0.0
DCLK1,2.670437243751261,1.2209005868428202e-15,0.0
KCNMA1,-3.518272218860927,1.3081651867096454e-15,0.0
ATP5MF,1.3425975238381649,1.4703836029384652e-15,0.0
AHNAK,1.1331744263213102,1.5716378677971497e-15,0.0
LAMTOR5,1.2909555126174121,1.6324396109792269e-15,0.0
ANKS1B,-4.176478248856687,1.7138437097169462e-15,0.0
CNTNAP5,-3.4639246642958685,1.9058769141374665e-15,0.0
VOPP1,2.200194917386107,2.051667591817094e-15,0.0
SLC39A8,4.905041146378557,2.1357781822439106e-15,0.0
PHYHIPL,-2.2758714760761314,2.1361782846591686e-15,0.0
ARPP21,-3.276093357959179,2.2043831903852993e-15,0.0
UBA52,1.3507491652207764,2.2933675190920894e-15,0.0
FPGS,1.9976946283790153,2.3585202231081225e-15,0.0
CCDC50,-2.2145137463872713,2.5026980071704547e-15,0.0
SERF2,0.9426120159937782,2.791969183413416e-15,0.0
POLR2L,1.841804399122279,2.992374823984498e-15,0.0
RPL23,1.1424079801603917,3.1234144754931836e-15,0.0
GBP3,4.191523345023813,3.3514444576595927e-15,0.0
GRIA4,-4.098031190240847,3.3569309411261456e-15,0.0
TMEM176B,2.0221731340640208,3.581289754156849e-15,0.0
GNG3,-3.8994078389120865,3.811520910344998e-15,0.0
RPLP0,1.2491321800460766,4.481255110788977e-15,0.0
SNTG1,-2.3639991723258142,4.881439791516087e-15,0.0
CEBPD,1.9353529513260603,5.54267783520343e-15,0.0
TMEM132C,-3.858727767885423,5.6398883945452025e-15,0.0
YBX3,2.29018586369299,5.652154878860054e-15,0.0
CCL2,3.435530648036997,5.695156114526371e-15,0.0
DPP10,-3.9865653060705664,5.712298661134717e-15,0.0
PHPT1,1.8314534490401024,6.275537668888615e-15,0.0
SNAP25,-4.1524653522951525,7.314443972024544e-15,0.0
CNN3,1.443802238389986,7.694919228645022e-15,0.0
MAP1B,1.7391630153963022,7.828096228459871e-15,0.0
SAPCD2,-4.739029003954893,8.059737579199054e-15,0.0
LSAMP,-1.7701712246652903,8.450835022157613e-15,0.0
UQCRH,1.2969610632938098,8.58746942753783e-15,0.0
APCDD1,-2.8135299872887387,8.792184153409355e-15,0.0
CYTOR,0.9730510809768138,8.991522712868541e-15,0.0
CHST11,-3.381436009166686,9.268276400749608e-15,0.0
DSCAM-IT1,-3.483423974423403,9.695928354676448e-15,0.0
MYBPH,6.378678179299453,9.829765285507499e-15,0.0
GPM6A,-1.801091454121313,1.0899744136608698e-14,0.0
KLRC2,-2.8016030507457725,1.1133660484292591e-14,0.0
PHACTR3,-1.675041702447007,1.1189435197029685e-14,0.0
NDUFS5,1.0842124035253387,1.2515288398552235e-14,0.0
CD74,4.746048140596605,1.2947438612721605e-14,0.0
HSPH1,1.4778093702807265,1.4475340832465487e-14,0.0
SLC25A25,1.8842752512122554,1.48097070580502e-14,0.0
IGSF21,-2.8666556244357744,1.496056957572236e-14,0.0
PDLIM4,1.985530990073518,1.5828358154607567e-14,0.0
CRMP1,-2.6165571799345164,1.658525970345853e-14,0.0
RPS21,1.3434492231303052,1.7019812956941724e-14,0.0
PTN,-1.4008764773603746,1.812988043481762e-14,0.0
FGFR1,-2.4596273520063083,1.8136365546588674e-14,0.0
ANP32E,1.4928206358801348,1.82517992668941e-14,0.0
PHLDA1,-2.107235735019143,2.1425431897219823e-14,0.0
CRISPLD2,-4.653637407406704,2.1821824313640104e-14,0.0
ID4,1.168817052804471,2.3797000527434942e-14,0.0
PFDN5,1.206739742963965,2.4346968918984125e-14,0.0
EZR,0.8592370067131596,2.579239394401286e-14,0.0
ADAMTS1,2.050741583170799,2.603448228947469e-14,0.0
VCAM1,4.161278917035239,2.7118059275140208e-14,0.0
PDE8B,-3.4291403569223804,2.759161899546524e-14,0.0
RFX2,1.0365172451390232,2.7862695849559585e-14,0.0
PIP4K2A,-3.0972696394584407,2.908994046915061e-14,0.0
MCL1,1.6957709852054121,2.9094461678159345e-14,0.0
KLHDC8A,2.8534106642063524,2.92001504608265e-14,0.0
TPR,1.4228672194427794,2.9924895297096076e-14,0.0
MALAT1,0.6710439457131625,3.154805476541615e-14,0.0
SHC1,2.0129425516680404,3.177936713179027e-14,0.0
PDE4D,-2.293136845101533,3.208767771324008e-14,0.0
KLF9,1.6456811527252244,3.655956383509295e-14,0.0
MYH9,1.0423105077066896,3.69451648443803e-14,0.0
SPRY4,-2.7093177098581624,6.697837274085867e-14,0.0
RARRES1,5.221272605115055,7.145324181102184e-14,0.0
NFATC2,2.548487775289038,7.244834114937317e-14,0.0
NEXN,2.651956264641169,7.275370608201868e-14,0.0
DPM2,1.5448736476638594,8.581996053985175e-14,0.0
TMEM176A,1.5924879369364073,8.641776800924726e-14,0.0
NXPH1,-5.603102402897967,8.715904873290815e-14,0.0
PDGFA,3.112148934640218,1.0461677619239231e-13,0.0
TPM3,1.6245754614639365,1.0927626078159838e-13,0.0
SLAIN1,-2.4213339389958164,1.1806758693137178e-13,0.0
CD151,1.463816591175892,1.2522129862070873e-13,0.0
MT2A,1.9953048193707812,1.2603798010673808e-13,0.0
EFTUD2,1.824969540831727,1.32306231747682e-13,0.0
POLR2J,1.444745255100937,1.3256480874552946e-13,0.0
C3orf70,-1.7836473337500391,1.3612254955703856e-13,0.0
POLD2,1.401942811898684,1.459884997223679e-13,0.0
VSTM2B,-6.102186288662998,1.4872790492765762e-13,0.0
FGF14,-3.3590284841773177,1.65611723924703e-13,0.0
BAIAP3,3.436486480067674,1.7189062991788974e-13,0.0
SEPTIN9,2.0495759715106976,1.7873124324852983e-13,0.0
ATP1A2,-1.2698812248565101,1.9526632529794177e-13,0.0
PDPN,1.563167602451205,2.0778608637275564e-13,0.0
LINC00643,-4.620097721870494,2.193467833435747e-13,0.0
PALMD,4.787775778694961,2.368670868291762e-13,0.0
KIF13A,-2.7683601762732146,2.54253634389272e-13,0.0
SERPINH1,1.8599330168710377,2.557708744288158e-13,0.0
RFX4,1.8734335406516727,2.7591240838279384e-13,0.0
OLFM2,-1.743356404979494,2.879159397528374e-13,0.0
ZDHHC14,-2.645223949624998,3.068635171085003e-13,0.0
SIRT2,-2.320960632722745,3.1279624110976544e-13,0.0
PID1,-3.3807819126094034,3.272685608467077e-13,0.0
LDHA,1.6773335517133887,3.4493095023062195e-13,0.0
BEX4,-2.466315400428393,3.4698406933539106e-13,0.0
CCDC74A,2.043077366770947,3.591927868411197e-13,0.0
SLC1A1,-4.810494369943977,3.6637972985177325e-13,0.0
MRPL55,1.9077454694426568,3.816151133107533e-13,0.0
CXXC5,1.6915325932201513,3.925732124342789e-13,0.0
RPL37,1.2264598254934105,3.96258328673197e-13,0.0
USP24,-2.356851207541642,4.019445297638536e-13,0.0
STEAP3,2.19677931939778,4.147181776191684e-13,0.0
ITM2A,-5.573116809046289,4.1601313181519307e-13,0.0
FOXJ1,2.3476208970951427,4.2342980573294647e-13,0.0
FLNA,1.6917896225095812,4.247981900897576e-13,0.0
UGT8,-2.9754526151032414,4.2749350778639856e-13,0.0
LPL,-4.468033218325591,4.3206349111289936e-13,0.0
INAFM1,2.131907297565118,4.426093986721687e-13,0.0
TNKS1BP1,1.4169824809548681,4.455690363889731e-13,0.0
SCRG1,-1.2302175035515706,4.479343434393719e-13,0.0
IDI2-AS1,-4.650423154872884,5.177866319525454e-13,0.0
ECM2,3.0335726890443064,5.226565953035645e-13,0.0
BIRC3,4.469611375567666,5.377224329945507e-13,0.0
CHAD,-6.397700456880571,5.47529043018419e-13,0.0
TMEM132B,-3.2080828104506094,5.622118260146164e-13,0.0
CA2,1.2490007157899041,5.631132807833024e-13,0.0
RPA3,1.908199142709936,5.837220426737532e-13,0.0
AK2,1.2452852013107232,6.518347783379308e-13,0.0
MARCKS,-1.3606593051717957,7.211433055748933e-13,0.0
MCUB,2.573722924557676,7.21765418817271e-13,0.0
LINGO1,-3.305301044531025,7.482807432566217e-13,0.0
DNALI1,1.665077164413121,7.566637470334296e-13,0.0
EPHA2,3.7355427890994117,7.814937754853788e-13,0.0
LAMTOR2,1.3878514237806054,8.077783619741685e-13,0.0
ITGB8,1.878085582758406,8.693903252933864e-13,0.0
EIF3B,1.5905967965675465,9.145859082357061e-13,0.0
RPS15,1.0250299845144168,9.347657937800752e-13,0.0
CITED2,2.337350882227813,9.418402944459242e-13,0.0
GGCT,1.971302438782453,9.721579697768827e-13,0.0
LPAR1,3.0789366729762344,1.054884355110938e-12,0.0
HIF3A,-1.4038248438927172,1.2172239903399716e-12,0.0
SPOCK3,-5.626057648501409,1.325542302737647e-12,0.0
PILRB,2.5566359849289344,1.3376921805981047e-12,0.0
RPS16,1.258947655168701,1.4438538522337344e-12,0.0
ENC1,2.9391933630959137,1.6529065960896425e-12,0.0
CALD1,0.7095345049494621,1.823255720637993e-12,0.0
PPIA,0.8403177645004121,1.8478999405630326e-12,0.0
SAA1,9.770616360160725,1.9262397933310154e-12,0.0
IL17RB,-2.445026726863695,1.9454136804330305e-12,0.0
KCTD12,2.0236320132200447,2.019092251677105e-12,0.0
TMEM130,-4.1767091241196255,2.0876675269538583e-12,0.0
SERBP1,1.1390720653379305,2.1902461982139786e-12,0.0
DEPP1,4.43157494828795,2.4647887413776076e-12,0.0
CRB2,2.2235945343319656,2.7957044956183408e-12,0.0
CSTB,1.487556060651776,2.8652284301765966e-12,0.0
APBB2,-1.8330808309725874,3.0003673727626515e-12,0.0
ARPC1B,2.284995436742315,3.0968875665481508e-12,0.0
RPL18A,1.1100205137011203,3.2044020473554248e-12,0.0
CLU,0.4389780616356794,3.2218657148011945e-12,0.0
SCG5,-2.7996822398688486,3.291748629036636e-12,0.0
RGS16,1.090836379514063,3.4174227383730715e-12,0.0
NFE2L1,1.390659949151009,3.719478580636686e-12,0.0
ATP13A4,-1.9045083094544852,3.906195888671381e-12,0.0
TRIP6,1.1340120693819926,4.059009178186464e-12,0.0
LFNG,2.9230651959880927,4.096000291537913e-12,0.0
SVEP1,1.3533912931407608,4.2853686328807056e-12,0.0
CNPY1,3.2725654732437435,4.447572308299654e-12,0.0
KLRC3,-4.539611059595506,4.703542630006487e-12,0.0
PHC2,1.5176118979925082,4.892402409458778e-12,0.0
NOPCHAP1,-0.4384855368340404,4.955801438552879e-12,0.0
ZNF217,2.426369234609284,5.059536431962945e-12,0.0
CDH10,-2.3465529443107593,5.228344163514154e-12,0.0
RPL17,1.4515196908097583,5.26398410024446e-12,0.0
GAS6,1.9290354629082043,5.2687281519593025e-12,0.0
GSTK1,1.4774811002242838,5.403209501310448e-12,0.0
IRX2-DT,1.7158994217807706,5.452299256202377e-12,0.0
NUPR1,1.5299677759693846,5.878588932951504e-12,0.0
MAL,-6.354836427223047,6.043828579293628e-12,0.0
BRAT1,1.9053959967741851,6.0731650087538355e-12,0.0
CALM1,-0.9859209807244382,6.092776335698632e-12,0.0
WWTR1,3.2060746611026247,6.1120582693399435e-12,0.0
PLPP4,-4.935803245952789,6.3509544026533525e-12,0.0
CFB,4.252715292920268,6.861547644119759e-12,0.0
LRP4,-1.3930569771055963,6.9474511869279425e-12,0.0
PSMB4,1.4536828280259364,7.023495823151403e-12,0.0
COG4,2.477520880860938,7.617158924101817e-12,0.0
CKS2,1.8353785624316108,8.388284291444976e-12,0.0
DYNC2I2,2.277339148396444,9.384866929334035e-12,0.0
FOSL1,2.465578272471241,9.526723555361152e-12,0.0
MYOF,2.334291485979502,1.0027723950830833e-11,0.0
GRM5-AS1,-4.458891218835608,1.0601287751870836e-11,0.0
NSMF,1.193881062609737,1.063281849361743e-11,0.0
GABBR1,-1.985808212727215,1.1000861019515176e-11,0.0
RPL39,1.2065838947684828,1.1603008456754673e-11,0.0
RPL9,1.0575787717614389,1.1678977063623847e-11,0.0
RRAS,2.52553636876518,1.1935201701622422e-11,0.0
CFAP54,3.24692034406144,1.2401244761381404e-11,0.0
GAS2L1,1.8943357369659612,1.2642957043101364e-11,0.0
CEBPB,2.0961820271495513,1.3268172608415385e-11,0.0
