gene_name,log 2 FC,orginial p,adjusted p
INHBB,1.007513197504475,0.0011649965354866344,1.0
RNF25,1.4528280061870016,0.001167384905216407,1.0
PIR,1.1411283955195703,0.0011697328094598352,1.0
TMEM39A,-1.865567597707542,0.001176831851740722,1.0
MBD3,0.6853606548893071,0.0011805350710178126,1.0
RNASEK-C17orf49,0.6219963620975368,0.0011835488629288427,1.0
ASH1L-AS1,1.2948935665611505,0.0011846252427288894,1.0
PRUNE1,1.075403017174888,0.0011876085156928985,1.0
GNAI2,-1.2548529888991442,0.0011891163197675979,1.0
KIAA1217,-2.2196086711488894,0.0011904260006171104,1.0
FRG1JP,-1.0642947697385559,0.0011946794207468856,1.0
SNORD63,2.0832620465666825,0.0011988391919682273,1.0
HAPLN1,-3.142642802436599,0.001199213309691641,1.0
ARHGAP22,-2.9351164057236145,0.0012038482408207184,1.0
PER1,0.5932383442555517,0.0012074012223052572,1.0
CYRIB,-1.2275316979349347,0.0012077062609998634,1.0
ARHGAP21,-0.7109909269114673,0.0012087500227166384,1.0
PPP1R14C,-3.6033946197363718,0.001208853343942216,1.0
BBS2,-0.8843064328620605,0.0012119549126382455,1.0
ELOVL5,-0.8765891069576737,0.0012122470059688602,1.0
IAH1,0.7307544108637676,0.0012130879450071939,1.0
CHMP2A,0.475244797892962,0.0012133398155027655,1.0
LRWD1,0.31625621551681815,0.0012150815171224519,1.0
RAPGEF3,-1.5608718063044265,0.0012181207084138615,1.0
SLC22A25,-0.372394815381318,0.0012207787211711031,1.0
ACTR3B,1.4116647740561752,0.0012229307356711315,1.0
LRIF1,1.6849489471336854,0.0012234183449834168,1.0
RNASEH2C,0.9277887489257399,0.0012282213125168215,1.0
TRRAP,0.16061406304655898,0.0012298605264837042,1.0
NELFE,0.9694021361968957,0.0012332546365485737,1.0
GPR162,-2.037604385667365,0.0012352396151188623,1.0
ARID4A,-1.2311690138061313,0.0012356359529120257,1.0
LOC157273,-0.5955293572599835,0.001240580472875692,1.0
OSTC,0.7062050003527058,0.0012445965074376775,1.0
MIS18A,2.0677896213867903,0.0012466665669874182,1.0
AMN1,-2.7476948129977785,0.001248527285590158,1.0
TRIM8,-1.2717717417560366,0.0012486798505959228,1.0
LSS,0.6534945697500669,0.0012535274418791836,1.0
TCF7L1,0.758032447845907,0.0012536070282243336,1.0
C1QL1,-1.5214332479938857,0.0012561318400888012,1.0
TMEM177,-0.6340473176271463,0.0012563943228875302,1.0
HIC2,0.27718676487440397,0.0012573881642984944,1.0
PNRC1,0.5281230836733243,0.0012587577390154245,1.0
CLMAT3,-0.5635541157036007,0.001262086714771734,1.0
FAM204A,-1.1139103697532513,0.0012626636736765404,1.0
RNF149,-1.315736936790987,0.001268027476904952,1.0
ZNF746,1.610784038939875,0.0012699518230732123,1.0
TMEM123,0.2099798454422659,0.0012703182963549335,1.0
ILRUN,1.4128073570188313,0.001270430824737047,1.0
IMMP1L,0.43233774427067456,0.0012710149711971201,1.0
NPIPB4,-1.0601199864409234,0.0012782055808478457,1.0
STX2,0.35327022240841144,0.0012809940813164583,1.0
TLCD1,-2.3179130038502147,0.0012816958854773098,1.0
CFAP100,1.3769466524676686,0.0012835522367383413,1.0
EPHA7,1.2476062082232406,0.0012835522367383413,1.0
SKINT1L,3.0405518537167033,0.0012835522367383413,1.0
NLRC5,1.6993526144915203,0.00128598504817961,1.0
MRPL47,0.6097548328843024,0.0012936056397189388,1.0
LOC646214,-0.21802701446139447,0.0012938998291729125,1.0
PIERCE1,1.5202069059890375,0.0012943647610383397,1.0
MAP3K19,2.366131528176142,0.0012993084418911637,1.0
MAT2B,1.2182869750336665,0.001302791666044962,1.0
TMEM170A,-0.8167741521887415,0.0013110673119347462,1.0
SLC39A1,0.7537096808461062,0.001313072009860681,1.0
MSANTD2,0.9268136799240082,0.0013139181939848135,1.0
NUDT16L1,0.8084055336234175,0.0013139793854712036,1.0
LOC105369140,1.08464233288183,0.0013163049328995086,1.0
MITF,-2.478440195008211,0.0013179890407859001,1.0
RRAGC,1.1189293782164094,0.0013218565356515161,1.0
NEBL,-1.0114420095140202,0.0013246559792487022,1.0
TBX19,-0.3276989542281138,0.0013262102814109206,1.0
CCDC18,1.0306503789065116,0.0013316799252179083,1.0
NREP,0.6170406606260187,0.0013349099709874025,1.0
CD68,2.315454294405163,0.0013355548627659872,1.0
FZD7,0.3601838738105904,0.0013383880251353032,1.0
S100A3,2.1984725875393867,0.0013476544010940705,1.0
TPX2,1.0353550231520683,0.0013476544010940705,1.0
MTF1,0.9791298239135976,0.0013482894108462669,1.0
IKZF5,-1.6910297646750092,0.0013507981035820271,1.0
KTI12,1.3841220430906465,0.0013540260629340496,1.0
DCX,-2.589536393798051,0.001355426006371768,1.0
DUSP3,0.24325984421886215,0.0013582449461104057,1.0
ELP6,-2.131545680592759,0.0013613307886809242,1.0
CFLAR-AS1,1.5588055146880042,0.0013641349601322128,1.0
MYPOP,1.7731987102554194,0.0013641349601322128,1.0
SSR2,0.5497436650771848,0.0013662520314523382,1.0
TRAPPC6B,-2.124149530590823,0.001368032707849884,1.0
NFIA,0.9020482620908,0.0013745902389313799,1.0
RCN2,-0.6656887014626516,0.0013832575774196637,1.0
EPHX1,-1.3424378128024061,0.00138477558014972,1.0
IRAK1,1.05077384756865,0.0013852434023989418,1.0
UCK1,0.5706887334827447,0.0013853043555574073,1.0
MED4,0.5518774843133736,0.0013889408701319972,1.0
LOC121725015,-3.099695519156074,0.0013911591674239058,1.0
PDE4DIPP6,0.49611701722811996,0.001393379715408537,1.0
SAMD1,0.7938140888107187,0.001394353252931399,1.0
TMX1,-0.6724216497613269,0.0013957927670296697,1.0
METAP2,0.20745316608944359,0.001396617803008739,1.0
USP16,0.846897335295163,0.0014008188348589462,1.0
SEMA4A,0.8560306546674581,0.0014060278377090328,1.0
JMJD8,0.5469019571891727,0.0014121359654888047,1.0
IRF5,0.8586934160031486,0.0014146985364428667,1.0
HDAC3,0.8131765381457619,0.0014157675940947253,1.0
ANXA2R-AS1,1.2901948525290803,0.0014163146360075573,1.0
TMEM251,-0.599791024272373,0.0014164486215134124,1.0
TSPO,0.06405690613609764,0.0014165457886048548,1.0
UBBP4,-0.45706872548454175,0.0014186658825443438,1.0
CYP2U1-AS1,-0.04121807188016293,0.001419347269611598,1.0
MTX1,0.15764144744991468,0.001420411580870178,1.0
BTG3,0.7904160946994909,0.0014212471800759767,1.0
RABIF,0.3542075399393416,0.001427151001430415,1.0
MORN1,0.6669675031932688,0.0014286833858610755,1.0
PHETA2,1.360486697580598,0.0014319333722221546,1.0
LINC00620,-0.6255104129409179,0.0014446433325978497,1.0
ZCCHC14,-1.360359241369346,0.001444801048080181,1.0
EIF1B,-0.904813498200733,0.001445438049720462,1.0
REEP4,0.24420401062506406,0.0014493615770326774,1.0
SSB,0.29053214891601825,0.001450208254652929,1.0
RTCA,1.2555367001760183,0.001458527593515534,1.0
LOC100294145,1.1307212433029872,0.0014611720842414874,1.0
TUT1,0.7622251008057728,0.0014645262681985572,1.0
MYOM1,-1.9414530716531293,0.0014663895722276702,1.0
ERGIC3,0.7423564215703197,0.0014677351880652064,1.0
POM121,0.6792790191214303,0.0014684009340495904,1.0
RFNG,-0.12158354546615362,0.0014730087485880215,1.0
LINC00402,-2.0260236013369552,0.0014749453436944159,1.0
OTUD7A,-1.2853027657734033,0.0014761680467058956,1.0
RTN3,-0.6982716086702483,0.0014864727144517221,1.0
ADPRS,0.5133763812158606,0.0014896560351114769,1.0
NNAT,1.6329880773156555,0.0014917891500806286,1.0
RPS3,0.33664953543684006,0.001493255717696012,1.0
GATD3,0.4240294562997986,0.001496234075438818,1.0
MAP3K20,1.331596234557804,0.0015021703006284546,1.0
RRN3,-1.8190660629243416,0.0015063922036614474,1.0
IQCG,1.4127738325435744,0.0015071994416549562,1.0
ARPC5L,0.5105165392975953,0.0015105127194828553,1.0
PLBD2,0.45825896843639286,0.0015113434206295217,1.0
TPI1,0.5343662043096006,0.0015135051475697273,1.0
AGRN,-1.073846100444569,0.0015202684294586704,1.0
USP43,-2.1013710119879083,0.0015274190220720442,1.0
COX6C,0.45698339550110334,0.0015350672342910024,1.0
BRWD1,0.7650301666765271,0.0015377446603108403,1.0
TCF3,0.8112377790648574,0.0015583615202507087,1.0
TMOD2,-1.8140075967467515,0.0015598541760305582,1.0
EHMT1,0.6880246857743237,0.0015604583542293804,1.0
MCM6,2.332681547234437,0.0015607943624696642,1.0
LINC02043,0.3262815350878835,0.0015617782030906394,1.0
EGR3,0.9813011474234651,0.0015673173955152082,1.0
KMT2E-AS1,-0.020776279883124662,0.0015727012919876397,1.0
DDT,0.7084650541002646,0.001572822801614071,1.0
UQCC3,0.4715267059262413,0.0015792006102664988,1.0
CKMT1B,-3.7801269508118325,0.0015807037755756546,1.0
KCNC1,-2.1647405260551853,0.0015807037755756546,1.0
KY,-1.3992293663512771,0.0015807037755756546,1.0
LINC03018,-2.6190284537774713,0.0015807037755756546,1.0
RAI2,-2.73631579075479,0.0015807037755756546,1.0
RGS7BP,-2.7170473189692474,0.0015807037755756546,1.0
RPRM,-2.3326493626773495,0.0015807037755756546,1.0
SYT6,-2.3438891257227543,0.0015807037755756546,1.0
TDRD6,-2.053363869729247,0.0015807037755756546,1.0
OR1A1,-0.2898219652991545,0.0015846173929761373,1.0
NRDC,0.21541525332355954,0.001588109889061219,1.0
RSPH4A,2.2817146181485826,0.0015934738327671324,1.0
OTUD3,0.4132364993422652,0.0015963558947319004,1.0
MIDEAS,0.9987248791601054,0.0016000586970651124,1.0
IGSF11,-1.6145725643067297,0.0016019468734866803,1.0
ADCY8,-1.5833475092317677,0.0016035255647102974,1.0
SSR4,0.5446621742976218,0.0016055299786456308,1.0
SIGIRR,1.23271665396734,0.0016068359971097754,1.0
EIF2B3,0.1481174487589128,0.001608608624873405,1.0
GOT1,-2.532134158164358,0.0016219443202667347,1.0
XPO1,0.38062781793107653,0.0016225114775093724,1.0
B4GALT4,-1.6278584263416294,0.0016245739036776716,1.0
COX16,-1.4797989487708099,0.0016300610381303343,1.0
CD276,-0.13547477699058294,0.0016302715699577138,1.0
MPLKIP,0.5300355711559569,0.0016391982366307815,1.0
YME1L1,-0.8484272612289852,0.0016468204449386892,1.0
ACAN,-1.5219606738358467,0.0016540745064534065,1.0
LINC01544,-0.279685405985974,0.0016625338954568902,1.0
SMARCA2,-1.0315208156756726,0.001663456324228544,1.0
PSMD6,-1.4006391808733418,0.0016662924154803316,1.0
BCOR,0.8961603014937659,0.001671945629467251,1.0
NDUFB6,-0.7638622204967093,0.0016731395635673403,1.0
TULP3,0.19414763611867947,0.0016740318291752463,1.0
TMEM179B,0.2873254551006677,0.0016846696192130174,1.0
PIP5K1A,0.2158186789961897,0.0016882257382795451,1.0
AHDC1,0.9388209248872891,0.0016950283150879934,1.0
TMEM203,0.6761021443228693,0.0016956903465152604,1.0
WDR73,0.11799133160933473,0.0016960922707414934,1.0
KIAA2026,-1.312177947855328,0.0016970132986433193,1.0
GSDMD,1.5591653911261254,0.0016993437123867577,1.0
PFN4,1.9988204424259506,0.001702616189738293,1.0
PSMB3,0.4854203870180454,0.0017051216167396509,1.0
DPP3-DT,2.7836784554608416,0.001708597275502437,1.0
CAMKK2,-0.9013874437007571,0.0017131479834404915,1.0
GTF2IP20,1.1124139613308472,0.0017167501124479435,1.0
RYR1,-0.30363686395157086,0.0017182436281434023,1.0
LINC00501,-0.6840835584650516,0.0017198810652186243,1.0
HIP1,-1.0544490604284251,0.0017201185891151717,1.0
WDR11,-1.3450116980725304,0.0017253005719380032,1.0
IQCF3,-0.9255512083978159,0.0017262298423976153,1.0
SPATA13,0.6738264701103899,0.0017347490119748892,1.0
ODAD4,1.9996653742404427,0.0017352315367486066,1.0
WIZ,0.41721861373595265,0.0017359200949626226,1.0
RGMA,0.7424518962067027,0.0017396306114707437,1.0
MED10,0.4282880053857491,0.0017403077056699658,1.0
ZBBX,1.2059001285533253,0.0017404981271856817,1.0
DLGAP1-AS2,-0.3646182686208055,0.00174351750663804,1.0
SEPTIN11,0.5765250053694558,0.0017456861653253179,1.0
HMGN3,-0.9885704333303929,0.0017543791095695688,1.0
TACO1,1.5056032675247524,0.0017662649013572655,1.0
PSEN1,-1.6495926095847697,0.0017666522268382603,1.0
WASH5P,0.4167379124726477,0.0017699231175814093,1.0
YARS1,0.8415177465725797,0.0017708818129887405,1.0
SEPTIN3,-0.8384602664011087,0.0017726058229408626,1.0
MMP28,-2.6468701288608116,0.001777292380343074,1.0
ATP6AP1,-0.9713453954239418,0.001777311055458161,1.0
LSM4,0.7924706882729887,0.0017788700743388908,1.0
IL7,2.368298583069445,0.0017791536857261667,1.0
SALRNA3,-0.6752806830027829,0.001790009614287166,1.0
TCEAL7,-1.6274393557193616,0.0017931776613129694,1.0
SPC25,-0.9554600006676996,0.0017954212239828001,1.0
NOL11,-0.06358882338425279,0.001796023154577575,1.0
CARS2,1.067093185305562,0.0017962445774335277,1.0
CD58,1.2063298082447556,0.001798074603154846,1.0
BRD1,0.9147050736677783,0.0017984196105431504,1.0
ROR1,1.8014254178837912,0.0017996625558916765,1.0
GLIPR2,0.6573257877024485,0.0018026492352083334,1.0
SDS,-2.686797873584577,0.001804288115320438,1.0
PCOLCE2,-3.125688259765516,0.001804649039784393,1.0
UQCR10,0.5632194600289812,0.0018075908406629511,1.0
ARID4B,0.24901383294117652,0.0018121825646507557,1.0
ARMC3,2.6471920455430342,0.001814273114750278,1.0
VPS13A,0.8395947668618208,0.0018188004258040574,1.0
ST6GAL2,-1.660590939008095,0.001822928527631288,1.0
DNPEP,0.7796891479968927,0.0018288086467489984,1.0
SV2A,-1.5587979993322014,0.001830445198474958,1.0
CES1,0.874530453346642,0.0018386185870852335,1.0
SLC23A2,-1.068409073876281,0.0018547942069200361,1.0
LRATD1,-1.8228660503022087,0.0018590570015357165,1.0
B4GAT1,-1.4182963598968383,0.001879124425620755,1.0
SLC1A5,1.240660408792128,0.0018792706116619773,1.0
ACTR3,0.4053470634440435,0.0018804954467643977,1.0
AK4,-0.4186401335142568,0.0018840125039674294,1.0
LRRN2,-1.2413999624099303,0.0018863513368878753,1.0
FPGT,1.1698996765012253,0.0018889098675561667,1.0
URM1,0.5551347847938894,0.0018897312700468128,1.0
LOC644656,2.9620049294581783,0.0018899102035643857,1.0
REPIN1,0.559404644634781,0.0018904976129039879,1.0
HOMER3,2.4681072745143307,0.001891418767856566,1.0
KLC1,-1.1065517648382694,0.0018925122218465319,1.0
PPIE,1.1405778759294452,0.0018995860573706347,1.0
GOLM1,0.40344865975333066,0.0019075348319560587,1.0
MIR548D2,-1.851287270988481,0.0019225301900406583,1.0
PLEKHB1,-0.8163618646640336,0.001930033205874415,1.0
NME6,-1.0376491892090265,0.0019313055188283496,1.0
C2orf76,0.770742859837545,0.0019360726526087633,1.0
TRIM4,-0.1791092298510736,0.0019366731415180359,1.0
PLEKHM1,0.6374107468856408,0.0019367536161565043,1.0
STK38L,1.128550527436903,0.0019387564122002165,1.0
PKN2,0.3098388216706562,0.0019394316248068613,1.0
TFE3,0.6159792135201932,0.0019394805890257823,1.0
FBXW2,0.8498096370708147,0.0019475836210707707,1.0
PRICKLE2,-0.08135690625465207,0.001953986818854602,1.0
PPP3CB,-1.5004272363326605,0.0019631800953977844,1.0
PRPS1,-0.008379103427316197,0.0019634242164456228,1.0
CTCF,-1.4519408698183744,0.001979408312706983,1.0
IFIT5,-1.3154279910438293,0.001981017432620755,1.0
GRHPR,-1.1802586136249391,0.0019841381564649546,1.0
TSC22D3,-1.0761240415489481,0.001984365395807773,1.0
HBS1L,0.3219283384480525,0.0019860335149046947,1.0
LOC100419170,-0.46708820189573996,0.0019901271208213217,1.0
ACKR3,1.6675427521256827,0.0019973115058520706,1.0
SETD4,0.24416977310186785,0.0020002769105470475,1.0
PZP,-0.8540284278294449,0.002003234021795263,1.0
MFN2,0.4806803089383145,0.002003619725215579,1.0
CHD1,0.4222025510183575,0.002008572373649849,1.0
TNFSF14,1.5384048742105219,0.0020140474409209657,1.0
PYGO1,-1.7479498210062958,0.0020223884218499998,1.0
CAV1,1.427583721557599,0.002028435130704405,1.0
NOD1,1.5552564898748173,0.002028535523815688,1.0
MAGOHB,0.6563002104803123,0.002035786173493855,1.0
PPP4R1,0.7473144958939734,0.00203773487884907,1.0
STK11IP,0.5599150187990786,0.0020406688579814574,1.0
TMEM74,0.39425259179953215,0.002050270712160575,1.0
LOC100134368,-0.6013677444993558,0.0020595873626795963,1.0
TSTD2,0.46468285631956235,0.0020601877511596603,1.0
ANKRD45,1.382205557062279,0.0020648155822903086,1.0
NDUFA11,0.540931225424809,0.00206779585125988,1.0
PPP1R1A,-2.6625252337846628,0.0020736303654046726,1.0
AMFR,-0.5502919154796521,0.0020749577999417757,1.0
TUT7,1.0596948346483819,0.0020770390815040567,1.0
NUDT10,-2.0556029729890017,0.0020806158606290408,1.0
SEC11A,0.8111577117811845,0.0020857127126193238,1.0
GAS6-AS1,3.147834829815906,0.002089363137369013,1.0
RHOBTB3,0.4604163121549805,0.0020955057497555234,1.0
NRXN2,-0.9608293733921077,0.0020973103773035424,1.0
KLHL9,-1.5461152850195587,0.0021049331040273074,1.0
TPRKB,1.3351842810376326,0.002106727792371405,1.0
PSMC3,0.5969273153819112,0.0021090656312792925,1.0
LOC100505978,2.429824277423619,0.002110084870851333,1.0
NRARP,1.6044170100305053,0.002110084870851333,1.0
SF3A1,0.8689179541248147,0.0021104773142665207,1.0
PATL2,1.3807840937041778,0.0021130931043734395,1.0
PTMA,0.31831490103633475,0.002114258659401422,1.0
TOMM34,1.0026509395068748,0.002115391673563205,1.0
LINC02696,2.777095307201646,0.0021181901277114354,1.0
SIX3-AS1,3.666613250632021,0.0021181901277114354,1.0
CT45A5,-0.5292858954985853,0.0021293574316472385,1.0
MCAT,0.6883978644957185,0.0021295664734457976,1.0
BATF3,2.150618401311458,0.0021345366641346915,1.0
JPH2,-0.4768215579935672,0.002135819640110441,1.0
MAPK8IP2,-0.8534458765609758,0.0021427011230454383,1.0
MARCHF3,0.8050695341854959,0.0021451283846244396,1.0
SMIM18,-3.5463331423113,0.0021462894221770494,1.0
CDCA8,2.3641307674109164,0.002147381431776231,1.0
LINC03020,-0.6529937453435598,0.00215030416126626,1.0
SOX21,-1.0161393197275586,0.0021616776045794055,1.0
SPRTN,0.511723156756812,0.0021674745901964065,1.0
PIN1,0.7857774629975255,0.0021696982547387885,1.0
LINC01087,-0.7169249121613058,0.00217288176793621,1.0
TNXA,1.587353573523138,0.00217694116007252,1.0
RAD51AP1,1.4078997105800335,0.002178023534413021,1.0
C18orf25,0.14997140604456985,0.00218672805269556,1.0
LOC100996318,2.4564673999976203,0.002191818642742506,1.0
ACBD3,0.5956632264480147,0.0021982695343162385,1.0
MRPL58,0.6704106903678708,0.002199561904057,1.0
LMF2,0.1004178352483597,0.0022063705499797393,1.0
TGM2,3.551135922862626,0.0022068734626050127,1.0
TOB2P1,1.5634321170171896,0.0022068734626050127,1.0
AATK,-0.8289421353514339,0.0022078025065983514,1.0
ACTL6B,-3.1177772519083473,0.0022078025065983514,1.0
CAMSAP3,-0.7677974046817406,0.0022078025065983514,1.0
FBLL1,-2.4698923852529355,0.0022078025065983514,1.0
LKAAEAR1,-4.116630032650761,0.0022078025065983514,1.0
MALRD1,-2.0756478666441818,0.0022078025065983514,1.0
PAQR9,-1.6726911803052846,0.0022078025065983514,1.0
TSPYL5,-1.9200198133590811,0.0022078025065983514,1.0
UBE2QL1,-1.9928165834378588,0.0022078025065983514,1.0
RDH5,2.3718000175470455,0.0022127005326565943,1.0
TYW3,0.5862985598090482,0.002221385021546966,1.0
FBXO5,1.583098247642592,0.0022223211653426556,1.0
TGFBI,1.2799802552127364,0.0022223211653426556,1.0
IL1R1,1.8370777184777671,0.0022247293996366805,1.0
DNAAF9,-0.9172239771229936,0.0022287812580379196,1.0
LARP4B,-1.152415800547335,0.0022291157036499194,1.0
PRAF2,0.36933064247440767,0.002230309587853202,1.0
CRB1,-0.9337806396761662,0.0022328685330993336,1.0
DYNLT1,0.47752803838148755,0.002233282927820947,1.0
SILC1,-1.789937765626926,0.0022355605798755566,1.0
LRATD2,-1.2200807526987774,0.002235757045328563,1.0
NECAB1,1.2010787693187606,0.0022368508116393316,1.0
QDPR,-1.1077793311152768,0.0022383682545059867,1.0
PTCD1,0.8615825399766138,0.0022391237878804206,1.0
ANKRD35,0.9478166624203853,0.0022428782459247864,1.0
SFT2D2,-0.20081206633611182,0.0022475603716280634,1.0
LINC01586,-1.4701860938484999,0.0022559615173134576,1.0
GNAI3,0.6022029788851557,0.0022560967362098326,1.0
SUN2,0.6731865923241387,0.0022584284978451503,1.0
BICD1,0.36727284579213215,0.0022650452685267736,1.0
SPSB1,0.139234003454707,0.0022651683082654866,1.0
GSK3B,-1.4831821583058558,0.0022666047347295283,1.0
ADAMTS12,1.1987914226127727,0.002267872589609796,1.0
CPED1,0.7679582031790987,0.002267872589609796,1.0
RGS14,1.5775914477345714,0.002267872589609796,1.0
MPV17L,-0.6605100638343244,0.0022775052110941994,1.0
B4GALT1,0.7872979574055757,0.002279083263351928,1.0
CD101,2.1324748976772168,0.002279083263351928,1.0
C7orf57,1.7691273452078795,0.0022827460152894446,1.0
NDUFS8,0.719840982380219,0.0022837031079978786,1.0
NOMO2,-1.5697535151222273,0.0022896450712363635,1.0
ABCD1,0.9516634490436834,0.0022903173197916698,1.0
CFAP20,0.5487152678708548,0.002292413495619264,1.0
NTM-AS1,-2.011294645453971,0.0022986565100417034,1.0
INSRR,0.11907728400344951,0.002298947914174467,1.0
KIF18A,0.6643126283118233,0.002298947914174467,1.0
LHX9,0.41963815396498744,0.002298947914174467,1.0
PDGFD,1.4156829460536895,0.002298947914174467,1.0
WAKMAR2,0.4987042965602946,0.002298947914174467,1.0
STARD7,0.27585550204321435,0.002302172955743912,1.0
ARHGAP42,-1.422975818417175,0.002309149467891472,1.0
MTMR14,0.8124709428105967,0.0023152751731553177,1.0
DUS4L-BCAP29,1.3448700304714492,0.0023183836185457934,1.0
RHBDF2,2.5593450079843443,0.0023183836185457934,1.0
NUP62,0.506567547129034,0.002325822979401164,1.0
ZNF439,-1.8611275261340536,0.0023266865885312763,1.0
KCTD17,0.8038301604389922,0.0023317433906277353,1.0
ATN1,0.17436089846701516,0.0023322965360995885,1.0
LOC344967,-0.46317836648643834,0.0023329474122877726,1.0
LINC01608,-1.2266707883926689,0.002335838565625446,1.0
HECTD2,-2.0098229545440267,0.0023418693646867555,1.0
PRDX6-AS1,1.9168673467216537,0.002351203575601457,1.0
RBFOX1,-2.2080588217357846,0.0023513199837681613,1.0
DDX47,0.6761431457001061,0.0023557007954753523,1.0
KIF2C,0.6360782871169262,0.002360214340675484,1.0
ADGRE5,1.184945635770502,0.0023642537469411207,1.0
SMYD3,0.06279526286561464,0.00236977247088543,1.0
SLX9,0.5224609478613532,0.0023701459338760786,1.0
CLN8-AS1,0.19349320481423374,0.0023769663010924824,1.0
SLC6A1-AS1,-1.9599054742389241,0.0023784989303320954,1.0
SNF8,0.9204287910886396,0.0023815101029285523,1.0
PKIG,0.7831990615435819,0.0023825662218756893,1.0
PCNA-AS1,1.9606949748457783,0.0023872236558610074,1.0
DLGAP4,0.7354513850741847,0.0023943082137693633,1.0
HSD17B6,-3.3990196223263736,0.00239717863015384,1.0
EIF3D,0.2924717431479375,0.002401295045109538,1.0
JUP,-1.1080426827659904,0.0024027185430979424,1.0
GIPC1,-1.0912356338332394,0.002416100775984563,1.0
YPEL4,-2.780542623472344,0.0024263561973057474,1.0
DGLUCY,-0.8618731491363372,0.0024282278683070537,1.0
DNAI7,2.178260200573597,0.0024317766035232336,1.0
POMP,0.5993110441467591,0.0024339864296740823,1.0
AFTPH,0.6632990247858827,0.002435706427538552,1.0
ARHGEF4,-1.474102173757052,0.00244055223625087,1.0
NCKAP1L,0.5557439695425359,0.0024414757133675957,1.0
PSAT1,-0.5399961500577871,0.0024425336041634747,1.0
CLCN6,-0.22840967829581602,0.002443952902341971,1.0
ADRB1,-1.9689610571881087,0.002445454581883994,1.0
PRDM2,1.233300732856975,0.0024455326200955247,1.0
KHDC1,1.1366786980850203,0.0024455669587120804,1.0
TGFBR3L,0.4288905960335599,0.0024459241281979886,1.0
CEBPZOS,-0.3567962482577753,0.0024514915137895635,1.0
SYBU,-0.14309342375047912,0.002451970135042617,1.0
YBEY,1.4469888721554909,0.0024624669515115613,1.0
NRG3,-1.5089143927994642,0.00247991614510056,1.0
TTN,0.26218442551419513,0.002494395432805517,1.0
LMO2,1.0133209710528057,0.0024983722912300765,1.0
POLR3GL,0.8903987508724113,0.0024989280330413267,1.0
MEF2C-AS1,-1.4137955150712542,0.0025089811180631096,1.0
ASPH,-1.9891607853331597,0.0025104759054648826,1.0
HUWE1,0.3704544338024336,0.0025125640434181806,1.0
RPUSD3,-1.6800140345435723,0.0025128413371061243,1.0
CDK2,1.6819762946284271,0.0025183670843762144,1.0
CRELD2,0.7420430085321995,0.0025184248270634087,1.0
ACHE,-1.6332050486764973,0.0025223398747322495,1.0
CYP2U1,-1.9504641007276853,0.0025286494226158434,1.0
CCDC121,1.4621499025297315,0.0025295909186924662,1.0
MTARC2,0.9894363165275342,0.0025361205831231693,1.0
ZNF747,-0.3480211479231752,0.0025361701095819723,1.0
ARIH2,-1.0730009077981484,0.0025384032867863076,1.0
SPATC1L,0.25400878633791646,0.002538786898515015,1.0
NPFF,1.7489330731047634,0.0025408543471045265,1.0
PSME2,0.5189587727737598,0.002542210680169291,1.0
GYS1,0.7785923146223791,0.002545892933835246,1.0
NABP2,-0.015273020694884275,0.0025498780824249156,1.0
GYG2,2.207575028663819,0.002550218214468731,1.0
COL6A4P2,-0.22304012427235217,0.0025549324443790967,1.0
ECRG4,0.8220099756418947,0.00255799164106302,1.0
C20orf96,0.9364127695700999,0.0025669800162219196,1.0
NCK1-DT,1.3051516161518073,0.0025675091347693835,1.0
PRPF4,0.5215077143716303,0.002574045875817543,1.0
LBR,0.271993570750761,0.0025808461509911297,1.0
MGAT5,-1.3363731337347302,0.0025812895374145964,1.0
SYP,-1.143852340250268,0.002583042331898017,1.0
CREM,-0.6511370095397866,0.002583572420435903,1.0
TWF1,0.7279767709141998,0.002584771307037153,1.0
SMARCA5,0.8616788588371778,0.0025853202178742892,1.0
ARHGAP29,0.9498775605516567,0.0025861290115174454,1.0
TMEM41A,-1.5491508926699245,0.0025894883991666754,1.0
EXOC6,-1.8313559669705546,0.0025898683946137483,1.0
TMEM218,0.9870335824341802,0.0025978307143261947,1.0
TAF10,0.5590621186965172,0.0026015571205186263,1.0
TSPOAP1,-1.6141228077601353,0.00260436934660341,1.0
ZNFX1,0.36794571399241416,0.002606325602734499,1.0
ZNF469,-1.5584051867138191,0.0026088505542512623,1.0
LOC110091776,0.6936496032726784,0.002609422531289212,1.0
TMEM131L,-1.4122452524868756,0.0026108455936529,1.0
ZNF347,-0.2621470726025796,0.0026141513814827073,1.0
LOC101927040,-1.122830823954104,0.0026149978571747157,1.0
ZNF280D,-1.7504999987987326,0.0026353847765224975,1.0
TPP2,-0.9147200997626721,0.0026464282802074316,1.0
WDR4,0.004262928236759592,0.0026464491987147226,1.0
KIF1C,-0.44368237093918145,0.0026547078237585523,1.0
NCBP1,0.4963861784330501,0.002655097202129888,1.0
AMIGO2,0.8650230262571112,0.0026560700715415318,1.0
NDUFA6,0.33699236440214136,0.002660139260853092,1.0
MAP4K4,0.37470771574348344,0.002663530954838049,1.0
SMN2,0.4582506806007839,0.002668431241610886,1.0
ST6GALNAC4,0.9551167179382352,0.002670299363131541,1.0
CUEDC2,-1.2373058888950768,0.0026723950782198036,1.0
MTIF2,0.5276124044781308,0.0026774641731073584,1.0
