gene_name,log 2 FC,orginial p,adjusted p
SLC38A2,-0.7327666398237702,5.510852238254829e-05,0.5152
ADAM10,0.4684004326647518,5.5136751407413445e-05,0.5152
WDR1,0.6303735888705397,5.5184936956458355e-05,0.5154
PCDHA6,-1.609367249909043,5.522827619868493e-05,0.5158
ABHD5,0.5956882698697575,5.5517672868873985e-05,0.5169
DENR,0.5191538804699994,5.569150934131079e-05,0.5178
BNIP2,0.564298121003169,5.604852943679612e-05,0.5201
FMNL3,-0.6997039068970013,5.606854275162557e-05,0.5201
CDCA4,1.4788106393992522,5.608431652275499e-05,0.5203
LINC02141,-0.34538492403755133,5.609903854044982e-05,0.5204
KHDC4,0.6226077150579992,5.700354488500335e-05,0.5249
DSTN,0.4740426132984861,5.71002633177175e-05,0.5257
ATG3,0.1929645164623133,5.7172355335639284e-05,0.5263
IFI6,-0.5910879593233693,5.727065505432521e-05,0.5271
PTPRG,-0.8923554608705024,5.731081118941782e-05,0.5273
NR2F1-AS1,0.6729293671685694,5.73559742684632e-05,0.5276
PIGT,0.48722136758457407,5.768990964709108e-05,0.5292
COMMD5,0.3011223171292711,5.77210629764467e-05,0.5294
GTF2H3,0.8491191445876156,5.790312025650656e-05,0.5301
NKX2-2,-1.217004359921642,5.822721716977439e-05,0.5315
MTTP,2.1628452191030525,5.828674408739377e-05,0.5318
KDM3A,0.7238762830662769,5.8352956975053075e-05,0.5322
PRR7,0.7672754164877456,5.8653874047026395e-05,0.5332
UMPS,1.3423025324857087,5.881749465239237e-05,0.534
PTPN4,-1.08832699767732,5.885028593671787e-05,0.5341
FUT1,-0.2446344603711067,5.9228741103406416e-05,0.5354
NDOR1,1.0191788194922637,5.930279176907787e-05,0.5356
KCNIP4-IT1,-1.3049404266363396,5.948126383657862e-05,0.5369
PCDHA2,-2.3910730654922467,5.986341770297517e-05,0.5397
SF3B6,0.5658198323563621,5.9999088738349737e-05,0.54
KLHDC10,0.7361977557900103,6.0251059888709446e-05,0.5405
CCDC51,0.4039333031546352,6.038568432170669e-05,0.5414
ADAM17,1.0530742557694943,6.0584011105000154e-05,0.5426
TATDN1,0.4790020584461539,6.104793435658628e-05,0.5455
CDC7,1.0185209948289071,6.112434878272759e-05,0.5461
SCAP,-0.8009325724787982,6.123959600564611e-05,0.5468
CARS1,0.9255137464341362,6.130673656926084e-05,0.547
TMEM79,0.9422060015048132,6.168827163327248e-05,0.5491
MIOS,0.8793095117363796,6.18453513541265e-05,0.5499
RPS10-NUDT3,0.05230029071746076,6.197499887796178e-05,0.5507
RAP2B,0.9608765425526776,6.202609379508302e-05,0.5508
ACTA2,0.8567172522915877,6.209123781444545e-05,0.551
RHOT1,-1.1409603846234133,6.211176946656858e-05,0.5512
PSMA3,0.4887740632529866,6.225289435812868e-05,0.5521
DYNLRB1,0.5697642110367818,6.225488129235682e-05,0.5521
PABIR2,0.5209617467046882,6.226240065216622e-05,0.5521
KRBOX1,-2.049079511054952,6.265858289364455e-05,0.5545
SLC25A36,-0.8484603473071536,6.266515675913727e-05,0.5545
MOG,-2.7152822691172678,6.277121889289678e-05,0.555
TMEM183A,0.5239343797808734,6.284588244244366e-05,0.5554
RGS16,2.1739156126234556,6.301591067057128e-05,0.5567
FASTKD2,0.8764555839087126,6.305186520036044e-05,0.5568
PMS2CL,1.3663679894414678,6.31991266134138e-05,0.5584
HMCES,0.5741613594779793,6.321540368905699e-05,0.5584
PTGR3,-1.5204921272989653,6.33207103203613e-05,0.5589
NDUFA2,0.4940914884595556,6.337995718965386e-05,0.5594
SPATA17,1.0384844197254974,6.341162953537104e-05,0.5596
MED29,0.44602027914051645,6.375420463262698e-05,0.5613
ADAMTS3,0.8238786337146314,6.378814638091028e-05,0.5614
RASA3,0.610497174665907,6.390344454206427e-05,0.5619
C20orf27,0.6319029095788034,6.400217013337817e-05,0.5624
SEMA6A,0.04384575914773634,6.41168598439712e-05,0.5626
ARHGAP21,-0.7596017847626602,6.426688709864671e-05,0.5632
ACOT8,0.25648436867610774,6.4312459732624e-05,0.5634
BCAT1,-1.021696580452198,6.519734828034476e-05,0.5675
RGPD3,-0.32071756674409574,6.5226866152733e-05,0.5675
COQ8B,0.26332030378203874,6.525642243049999e-05,0.5675
ARMC6,0.8782940815852961,6.553417084105446e-05,0.5683
ZPLD2P,-0.21766453401766067,6.575750403116266e-05,0.5695
STK19,0.5903794537402385,6.613618692622675e-05,0.5711
TAF12-DT,1.2594917406187143,6.647115016881687e-05,0.5724
INPP5F,-0.8851943666182673,6.664075677735187e-05,0.5729
OSBPL10,1.4528423127683812,6.692487174897558e-05,0.5744
MAK,0.26967761439497695,6.702413404980794e-05,0.5747
GTF2A2,0.4522329994501741,6.720044813133248e-05,0.5754
SP3,0.6342468825237442,6.726776086452546e-05,0.5756
LOC101928697,0.7092443400593789,6.728019592067162e-05,0.5756
ABT1,0.6296230131831562,6.728568313605486e-05,0.5756
TAB1,-1.1839338695500712,6.730948388686179e-05,0.5756
GINS2,1.6997581152495964,6.781749285347936e-05,0.5774
LINC01159,0.44475152940247153,6.814127636837808e-05,0.5791
SIPA1L2,0.3469870746026243,6.835072699044756e-05,0.5802
TMEM203,0.36633286978691104,6.854691704654996e-05,0.5812
ZFPL1,0.3819402141861509,6.882979405327264e-05,0.5821
BAG6,-0.1278989363693588,6.910255449280458e-05,0.5832
GPT,2.192712444466693,6.947318572280209e-05,0.5849
LTV1,0.7001260026980817,6.972410115570359e-05,0.5861
NRGN,0.4454712426308615,6.975822325428538e-05,0.5862
STC2,1.6007875045543907,6.975822325428538e-05,0.5862
SPRY4-IT1,1.8972159031391018,6.977595628061782e-05,0.5863
WDR45,0.7459501175604983,6.98411715452212e-05,0.5865
CASP3,0.9002753987437788,7.033563254119847e-05,0.5892
CHN1,0.675342621908413,7.03757281378307e-05,0.5893
RAB27A,-0.0034704961893894893,7.037909637711099e-05,0.5893
EPB41L1,-0.6997434011292466,7.062127008215766e-05,0.5906
ODR4,0.3250641526511159,7.07445205651152e-05,0.5909
UBE2F,0.8089953894703074,7.075984037597717e-05,0.5909
PAK3,-1.620916217239452,7.090893864001496e-05,0.5915
ZNF691,0.534981657383874,7.093264540908393e-05,0.5915
ZDHHC23,1.1254782804326422,7.125177539168806e-05,0.5926
LINC00115,1.5411338687876222,7.1255986014269e-05,0.5926
AIF1L,0.8532516694761059,7.146666532769585e-05,0.5932
DUS4L,1.5779968060551528,7.147463620838891e-05,0.5932
IFIH1,1.4593347508098062,7.172344455747543e-05,0.5942
EIF2AK4,0.34869315653729027,7.220529791841471e-05,0.5967
HECTD4,-1.2513636457786044,7.223311702274135e-05,0.5968
NRXN3,-1.5998237563636348,7.23057880064114e-05,0.597
HEPACAM,0.42975039458893666,7.242765712612403e-05,0.5979
HRAS,0.4380840691729686,7.248516124008367e-05,0.5979
TCF12,-0.7288520702104705,7.295411799383059e-05,0.6001
GPAA1,0.48144066076426995,7.331346326415674e-05,0.6021
TTLL7-IT1,-0.2389873627079477,7.351601065624789e-05,0.6029
TTC9,-0.8772229583608071,7.36027443622852e-05,0.6029
MPI,0.7113798076631753,7.446059579024275e-05,0.6075
GNPTG,0.483690077327349,7.46062889851781e-05,0.6082
SPART,-1.4887736358035253,7.476606140671451e-05,0.6089
SDCCAG8,0.8540342699389055,7.482680724051101e-05,0.6094
NCOA3,-0.41618970523591514,7.500303377379932e-05,0.61
ATXN7,0.4267884375031487,7.505780080187296e-05,0.6108
STMN2,-3.4970335886603015,7.507528439484022e-05,0.6108
ETHE1,0.6983854019868735,7.528280736098727e-05,0.6117
ZNF821,-1.339129833698175,7.587068988555009e-05,0.6144
KCNJ8,1.4851903386709444,7.614875610982365e-05,0.6151
RAB1B,0.5648099393834238,7.65150031308742e-05,0.6169
SUZ12P1,-0.14981957641845814,7.653561250713461e-05,0.617
SEMA3F-AS1,-0.8179571145892021,7.659435041115267e-05,0.6175
TTC16,-2.101465381217111,7.666243028213965e-05,0.6178
PRKCG,-1.324061241282276,7.673583628593165e-05,0.6179
PCDHGB7,0.3097733822798432,7.676045775775002e-05,0.6179
GLUD1P2,-1.8756532114174187,7.686616624174215e-05,0.6182
LINC01814,-0.14725060300358667,7.690790476864628e-05,0.6182
TLCD3B,-1.0974655376569962,7.710358400783073e-05,0.619
SEPTIN10,0.551463535911391,7.738180642163288e-05,0.6209
LRPAP1,-0.7560249652510436,7.756478146653179e-05,0.6216
MAPRE3,-0.9921500922582392,7.781088904483829e-05,0.6221
ATXN8OS,-1.5117418320066638,7.81386577118373e-05,0.6246
GRIP2,-0.5956357988676781,7.81386577118373e-05,0.6246
LZIC,0.9452570997119822,7.827179784543044e-05,0.6254
NFIL3,0.49745383388425946,7.827954185103386e-05,0.6255
FAM66E,-0.6819911126258537,7.836151850014862e-05,0.6256
DMRT2,-2.6267333220573836,7.875457056213707e-05,0.6284
MIR7-3HG,-2.3755246215821395,7.875457056213707e-05,0.6284
ZSCAN1,-0.1923756064450583,7.875457056213707e-05,0.6284
INKA2,-1.425366952862797,7.888076350046882e-05,0.6291
TMEM151B,-1.6437684871285376,7.934559092281752e-05,0.6309
TMEM220-AS1,-2.284450971837891,7.93750711453843e-05,0.6334
FKBP9,0.7152229563125301,7.976160655148047e-05,0.6348
EIF4EBP3,1.8427072409082415,7.982024672568897e-05,0.6353
ACD,0.8858032823699673,8.001588069186821e-05,0.6371
TM9SF3,-0.7934067049988303,8.04237353931638e-05,0.639
TSC22D4,1.1583583538066609,8.10590978067551e-05,0.6432
ITGB4,0.4543832794790065,8.149969878960586e-05,0.6465
EBAG9,0.7395165895149763,8.154188231997329e-05,0.6469
MCRIP1,-0.9298907298131865,8.167501047410294e-05,0.6479
CDK9,0.7543693485888271,8.176825072595923e-05,0.6485
COLGALT1,0.7251792312418573,8.193898740422785e-05,0.6509
TP53RK,0.7556885755196918,8.202144179837866e-05,0.6513
LOC100652999,0.8466600148657564,8.204079980772696e-05,0.6515
PCDHAC2,-2.543824195944239,8.206977586014512e-05,0.6516
SOX5,-1.0462872634813078,8.210734142052802e-05,0.6516
RUSF1,0.6886903710715818,8.222211642865059e-05,0.652
SUMO1,0.4639866079911646,8.245955655409233e-05,0.6531
UBE4B,-0.7597000682399813,8.284886950444554e-05,0.6557
CLCN6,-1.241867367093549,8.309395897213593e-05,0.657
KMT2C,0.32043180664282184,8.317823281336242e-05,0.6575
CAPZA1,0.786139731541356,8.331172686896698e-05,0.6595
PLA2G6,-0.5464671256420839,8.33526180617126e-05,0.6595
ETS2,-1.570661912823065,8.373174730123206e-05,0.661
MBP,-1.7800043157934475,8.395412958721021e-05,0.6645
RPEL1,0.4031217550824378,8.423899686129665e-05,0.6656
USP8,0.19644136863743009,8.484776719221339e-05,0.6676
TNIP2,0.98434127394832,8.487151061797815e-05,0.6677
PMS2P9,0.2644181626410517,8.496081035194101e-05,0.668
INAVA,-1.9785798518770394,8.504419940614866e-05,0.6687
CENPU,0.9463009084883777,8.596381756935997e-05,0.6726
COA6,0.5632178122680621,8.612628360764187e-05,0.6734
DNAJC27,-1.5268369081101134,8.622643153927806e-05,0.6737
NCKIPSD,0.8141779873545842,8.633911049199709e-05,0.6738
RGS5,0.36760747346550215,8.64405769407952e-05,0.6742
MN1,-1.2058193717054557,8.683987591321217e-05,0.6753
MARCHF8,-1.5067318662959857,8.684503744282796e-05,0.6753
LYPD5,-1.931382329428721,8.69106468344621e-05,0.6756
PCGF1,1.0288124961635636,8.694567583186096e-05,0.6759
LOC100130849,1.1201769153340329,8.700834425088747e-05,0.6762
TENT5B,2.2689047194005236,8.723139785330909e-05,0.6768
DPP4,2.179698167080502,8.757177715990954e-05,0.6783
GINS3,0.8815996510506987,8.765028368122797e-05,0.6784
SLC39A3,0.2794801799788772,8.768315189114171e-05,0.6785
LSMEM1,2.0345023441815613,8.775692730697337e-05,0.6787
ARAP2,0.5572770763776248,8.782657227182022e-05,0.679
LIN37,0.6780607407182399,8.785314918397914e-05,0.679
CBX4,-0.8838503623474121,8.794205977060286e-05,0.6798
TMCC2,-1.2925117001368507,8.828866239806658e-05,0.6812
PMS2P2,0.6051415079251334,8.842368005732586e-05,0.6816
YIPF1,0.862620645573893,8.872970519521383e-05,0.6828
MZT2A,0.49556490665841835,8.902775800575818e-05,0.6837
CDK11A,1.088022898298065,8.917401520097183e-05,0.684
PLSCR4,0.42695176955648206,8.967011707307042e-05,0.6868
OSBP2,-1.7460987765496496,8.975863408608529e-05,0.6871
SEMA4G,-1.4375137374776208,8.978727523444693e-05,0.6873
METTL15,0.40067483341059373,8.983331372658126e-05,0.6874
SAMD12,-0.7453183090975294,9.012587379522707e-05,0.6884
TSPYL1,-1.0782041797200796,9.015247895917144e-05,0.6884
ZNF408,0.4011839150107329,9.045462539095412e-05,0.6896
TKT,0.5378919156986902,9.050645066326215e-05,0.69
DPP3,0.9153115076670109,9.077853788202857e-05,0.6905
OXSM,1.5267517741262506,9.087877491096604e-05,0.6908
CDH18,-2.173612435960783,9.102311542643321e-05,0.6912
ZNF358,0.8710319119947888,9.138792272130958e-05,0.692
IFI27,3.6345261384191936,9.164162782639015e-05,0.6926
TET3,-1.2822861840322997,9.170433747319335e-05,0.6926
LINC00539,-1.7183147680067996,9.18275947491571e-05,0.6932
GPN2,0.40357371435592015,9.191591432641542e-05,0.6933
SNAP47,0.6244369966973721,9.192844609125075e-05,0.6933
RRN3,0.5380759649624417,9.221648560486833e-05,0.694
TDRD6,-0.8712134964258557,9.23214083382484e-05,0.6941
KCND2,-0.849072813216645,9.247748500377126e-05,0.6945
LRP1B,-0.8820204574555345,9.265447904750292e-05,0.6951
YARS1,0.6069259898526391,9.358097641808286e-05,0.6985
GKAP1,-0.834684952664445,9.364144760885114e-05,0.6991
KCND3,-1.181215351146153,9.384940839137836e-05,0.7001
COQ4,0.6856248433385872,9.39432140085001e-05,0.7004
GTF2IP4,-0.6556798495305656,9.402065479614256e-05,0.7005
APTX,0.4367569849000898,9.40567976825741e-05,0.7007
FAM86FP,1.0834999973870618,9.407133503597772e-05,0.7007
ITPKB,0.30817155322758166,9.409281303246733e-05,0.7007
BAG1,-0.9991150874903065,9.4101181639311e-05,0.7007
SDCBP,0.510208572706887,9.43043106949873e-05,0.7013
UBA3,0.3782430116296546,9.431854059370625e-05,0.7013
PDCD10,0.5642301368955932,9.467606323074894e-05,0.7034
GPR12,-1.7467795761816882,9.468092028467843e-05,0.7034
EFCAB10,0.955066483408216,9.503999868321319e-05,0.7043
RGP1,0.6169634577668777,9.52972860077753e-05,0.7052
PPP1R1A,-1.178800811553459,9.530780142431983e-05,0.7054
RIC8A,0.6090613142054057,9.531515737192298e-05,0.7054
ABCD3,0.3965236139011577,9.559925676304098e-05,0.7064
TMEM221,1.6788673754269767,9.575565498223112e-05,0.7071
TMEM265,1.5127499932687127,9.577897604449335e-05,0.7072
EVA1A,1.0481441403531753,9.607261556443604e-05,0.708
PTK2B,1.114847004137684,9.616438224124678e-05,0.7081
ATP2B4,-0.8160462334875113,9.634402853052153e-05,0.709
TFEB,-1.3069946640573404,9.72095301583667e-05,0.7125
KCNH3,-0.9438953329279152,9.725542697903624e-05,0.7126
MEMO1,0.5568075190942773,9.727861888024939e-05,0.7126
LSM7,0.6386728760241175,9.738653308619656e-05,0.7128
FKBP3,0.5969803030069998,9.739098058121493e-05,0.7128
LOC122513141,1.6688391541448997,9.834835306005805e-05,0.7155
CAPN1,0.388845645828404,9.853923525186248e-05,0.7162
MED13,-0.8834148105962136,9.876079503175677e-05,0.7167
SARAF,-0.3875728121982865,9.879479487416714e-05,0.7168
SHQ1,0.7413226508900744,9.882860944643193e-05,0.717
ATP13A1,0.6604624203218401,9.913372318598659e-05,0.7181
ZFYVE16,-1.4256992326867248,9.922869932695819e-05,0.7184
OCRL,0.9924233273675839,9.936457518776545e-05,0.7186
EVL,-0.9329132735987667,9.968288846346882e-05,0.7198
DHTKD1,-1.0333603356912964,9.98530997232751e-05,0.7202
LOC105374312,-1.4500767959552274,0.00010015152628668,0.7211
FAXDC2,-1.6400655104300808,0.00010025849541146054,0.7213
ADAM15,0.4111548753557758,0.00010046623855103564,0.7225
ADAMTS10,-1.3689076848637995,0.00010049527205012984,0.7226
PRDX1,0.4622409585789207,0.00010064187252053462,0.7227
TSC22D2,0.6391807431795377,0.00010077673537193827,0.7236
SRC,-0.9798095676209769,0.00010099856837641367,0.724
EXOSC9,0.4113271821613851,0.00010104518552416579,0.7243
RBM26-AS1,-0.308731760891146,0.00010115401243165217,0.7243
RNF7,0.77538569241213,0.00010126190865723716,0.7247
TGFB1,0.47745020688936846,0.00010161136486406512,0.7262
ANKRD52,0.26019537001257514,0.00010171266788202722,0.7263
ANKS3,0.6717666314478069,0.00010230394923663922,0.7281
PNRC1,0.8504263010381451,0.0001031783409500564,0.7304
RNU12,2.4794899364132763,0.00010326726832138594,0.7306
RCCD1,-1.6159786849839037,0.00010336727012026063,0.7311
HHIP,-1.2462574757875287,0.00010410401556506629,0.7333
KYNU,-0.0663427995026192,0.00010429151563942788,0.7335
METTL13,1.5405068500497103,0.00010434414867002548,0.7337
WRAP73,1.1035425282770872,0.00010440528467492603,0.7337
TIMM22,-1.0052857427948823,0.00010470724010150777,0.7347
ADGRG4,-0.027900905756047666,0.0001047087098390142,0.7347
PPP6R2,-0.6787263261470465,0.00010478530764048143,0.7349
DHX38,0.5656242009435202,0.00010487878423669787,0.7351
DOCK4,0.9453496738138191,0.00010494737177312265,0.7352
PCNX1,-1.0114382103204282,0.0001055048107151031,0.7365
R3HCC1,0.2504447658817019,0.00010572648854012179,0.7369
SLC15A3,1.8252515389160469,0.00010582007172839029,0.7372
BHLHE41,0.52321900219657,0.00010619706758145696,0.7377
MRPS35,0.4867111291812412,0.00010656641302185684,0.7386
ITPR1,0.35126796979587105,0.00010669033319124706,0.7388
EEF1A2,-1.5738505465082044,0.00010679283302353846,0.7391
HAUS7,-0.8176016950464928,0.00010727941553569721,0.7404
TACR1,1.8429276134595354,0.00010788066890064066,0.7415
VAC14,0.4764024114220193,0.00010826540996013788,0.743
INTS5,0.3463605173822498,0.00010843295049350933,0.7435
LOC100129034,0.5415629435615055,0.00010845186459092416,0.7435
SCLT1,-0.5111351400835096,0.00010896717671216521,0.7444
AKR1C2,-0.11140316852180467,0.00010903250047978539,0.7444
ACAD11,0.591398828447056,0.00010935015167625598,0.745
COPE,0.3970031217433991,0.00010980432275986154,0.7456
FAM89B,0.687057558299359,0.00010980845944521109,0.7456
KPNA5,-0.2752658456063881,0.00010989905556375049,0.7457
PSMB8,0.6905140021901378,0.00010993715123487215,0.7457
CFH,1.8476016178701782,0.00011013565423659674,0.746
NR2F2-AS1,2.7550092351049686,0.0001107468568795351,0.7481
KIFBP,-1.2391916468208486,0.00011089030379309149,0.7482
UBE2G2,0.4591756232515523,0.00011183444547548045,0.7501
DAB2,0.5062995180727125,0.0001119813177367506,0.7505
POLR2A,-0.5248959541861812,0.0001123511624121249,0.7509
SEC22C,0.19170863247260939,0.00011253043612365407,0.7512
EMC3,0.5612340910274095,0.00011256357340533972,0.7512
LINC01000,0.44323363046016506,0.0001125791126207554,0.7512
ACSF3,0.7652818141255521,0.00011312125518829472,0.7517
SNAPC3,0.7168034209059566,0.00011334869741334618,0.7523
DNAJB6,0.4400342951067027,0.00011344626770865913,0.7524
MBD4,0.7210544712557294,0.0001135068849966823,0.7525
C5orf49,-1.419500158357923,0.00011363234577939313,0.7725
CCDC3,-0.8539401464844656,0.00011363234577939313,0.7725
DCAF12L2,-1.8262960068573633,0.00011363234577939313,0.7725
KCNG1,-2.049581560681741,0.00011363234577939313,0.7725
LINC00417,-0.44172694503760496,0.00011363234577939313,0.7725
MAL2,-1.5392509753556078,0.00011363234577939313,0.7725
MXRA5,-0.9713407639732486,0.00011363234577939313,0.7725
OPCML-IT1,-0.997361693761281,0.00011363234577939313,0.7725
PABPC1L2A,-0.8366013669613437,0.00011363234577939313,0.7725
SNORD114-20,-5.826351166401848,0.00011363234577939313,0.7725
MIF-AS1,0.4643853990060649,0.00011407648693710854,0.7725
NUDT4B,1.093656656154046,0.00011482198353358902,0.7732
PCDHB6,1.7704558419328458,0.00011509204231594948,0.7738
MIIP,0.6328204039562897,0.00011542826014592124,0.7747
ANAPC1,0.7986336058558123,0.00011561590754628617,0.7753
LINC01586,-1.557357026445423,0.0001157926333657056,0.7756
TIFA,0.6670641413554206,0.0001161535872290908,0.7761
ZBTB8B,-0.46812622190925257,0.00011675621166145466,0.7771
C15orf39,0.9941772596886468,0.00011746173960616226,0.7786
SNORA57,2.6213753619965114,0.00011746345799325601,0.7786
SPEGNB,0.8233005852041635,0.00011765411467142587,0.7788
LINC01104,-0.17970382410995894,0.00011850931217614213,0.7806
NDUFAF8,0.49398053794742147,0.00011892516369487545,0.7813
POLD1,1.3607772633394772,0.00011927315925063827,0.782
PKP4,-1.4190154907442665,0.00011970053228227762,0.7826
DDOST,0.6062443740653701,0.00011986955066494756,0.7827
MREG,1.1317178456566188,0.00012025030375535122,0.7835
RIPOR3,0.9170069816357693,0.00012033636924857355,0.7838
HOXA6,2.245301134992033,0.00012035526475637703,0.7841
LOC440982,3.1193791702001805,0.00012035526475637703,0.7841
SCNN1B,1.904863210939885,0.00012035526475637703,0.7841
UBD,4.105496748743454,0.00012035526475637703,0.7841
TRIAP1,0.8312611468893306,0.00012064733150004382,0.7845
COX7A2L,0.4652190767833738,0.00012084996995102565,0.785
KRI1,0.6539728014467019,0.00012107419649842163,0.7854
ABCF3,0.03288311428772176,0.00012144913396474314,0.7859
TMCO1,0.46714781197955235,0.0001215305526370966,0.7863
RFX7,-0.9219033631906649,0.00012154719883961091,0.7863
GALNT11,0.3274055370309366,0.00012164966061641347,0.7869
SUMF1,0.8294269573809641,0.0001220171117736056,0.7875
BMS1P14,0.7363251910199913,0.00012204490771747281,0.7875
TMX3,0.8613166669792971,0.0001222439479088012,0.7877
OFD1,0.7251244903006646,0.00012247832731291755,0.7883
ZNG1F,0.7616179720582537,0.0001229975580332908,0.7894
SERTAD2,0.7600043411675739,0.00012320172901508365,0.7897
KIF18A,1.9608254670329843,0.0001233185296116959,0.7899
GRWD1,0.19351609983917223,0.00012381388002483056,0.7914
PCDHB13,1.5120198662657738,0.0001240094566780975,0.7916
GALNT17,-0.9690368368827293,0.00012419971132859498,0.7922
SVIL,-0.9067296841757765,0.00012478838771744268,0.7931
CMKLR2-AS,-0.33657512164610554,0.00012498521013018017,0.7933
HENMT1,-2.9564104091256724,0.00012507137556280374,0.7942
PNOC,-2.836687083258004,0.00012507137556280374,0.7942
PVRIG2P,1.0092321248866536,0.00012532002387923127,0.7951
ATXN1,0.5162900717698514,0.0001254271827477365,0.7953
RTN4,0.28856814511973017,0.00012622608268342058,0.798
PEDS1-UBE2V1,1.293356163888629,0.00012628618545004332,0.798
FBXO21,-0.8504203089983349,0.00012670086679662692,0.7988
XRN1,-1.796111289768108,0.00012680111653407233,0.7991
MRPS30-DT,1.3172197275451505,0.00012680794524916276,0.7991
ATP6AP1,-0.540260464097165,0.00012742196713853225,0.8008
MRPL19,0.2849181496477429,0.0001277674624396635,0.8017
IRF7,1.368883822754157,0.00012784766803571385,0.8017
WDR86,-1.432328403268377,0.0001295168730088701,0.8062
ZNF826P,-1.3716904853878882,0.0001295168730088701,0.8062
COX7A2,0.5501397705899732,0.00013022801253228733,0.8067
SLC27A5,0.6163937233074748,0.00013030381537387008,0.8067
TMSB15B-AS1,-2.124194018595977,0.0001304236591432695,0.8082
TPTEP1,-1.4844388130469093,0.00013099950500904993,0.8085
TPD52L2,0.46670998560597204,0.0001314173861420736,0.8102
TGFB3,1.0625470782658102,0.00013158888862631126,0.8102
FYTTD1,0.5859828551392764,0.00013172731766064293,0.8105
MDH1,-0.7536683790905592,0.00013202768585620237,0.811
TMEM14A,0.5597808934102303,0.0001325806539538477,0.8132
OR5H14,-0.3245693641062038,0.00013264239483255324,0.8132
ADGRA3,0.7578904507454983,0.00013279166718312602,0.8134
XRCC6,-0.8080492747010417,0.0001331062229924607,0.8141
SDHAP3,1.160476285473368,0.00013317119926274852,0.8141
FAM138A,1.021134559987301,0.00013325028078046776,0.8145
ZNF410,0.15567814435151245,0.000133708011321936,0.8149
NEXN,1.7220069665521411,0.00013383976129120577,0.8153
GAR1,0.856174080612757,0.000133866580755496,0.8153
FOXRED1,1.0074656066835863,0.00013438131821249052,0.8167
TRIM27,0.12139374277108153,0.00013462721079656988,0.817
SLC13A4,0.622382308709837,0.0001348520178296076,0.8172
APBA3,1.0036867759292678,0.0001360548321179297,0.8199
AHNAK2,0.9345032206817137,0.00013624677027612722,0.8202
DR1,0.5928009315386918,0.00013652847055916007,0.821
LOC100129434,-0.12239118532656867,0.0001366835552560974,0.8214
CDC16,0.6181339937740699,0.00013673211358794653,0.8216
SEC63,0.6278465259704286,0.00013702094809146933,0.8223
FKBP1C,0.2845654322815807,0.0001373076829443084,0.8232
TCERG1L-AS1,1.7882209559028528,0.00013735367796345214,0.8232
ZNF277,1.1315472818126373,0.00013736243560199727,0.8232
ZNF302,0.28555262093256617,0.00013742557745022028,0.8233
SCNM1,0.6474898396847122,0.0001376711210590496,0.8235
STK32C,-1.6310056569673739,0.0001379901173673792,0.8247
L3HYPDH,0.4435089936426233,0.00013820903704236107,0.8249
MAP3K9,-1.124930012601252,0.00013892433679167036,0.826
SNHG14,-0.9000027139224526,0.0001395165831314366,0.8274
OXTR,0.912742736566194,0.00013978939633881311,0.8276
VAV2,0.6408333281576544,0.00014031684853519936,0.829
UTP4,0.4129313365880982,0.00014102095537663078,0.8302
SNORD12C,1.9668987187979645,0.00014151585788507343,0.8309
HS3ST3B1,2.650357440523276,0.00014153091170689808,0.8309
OR1A1,-0.010996983586054982,0.0001415813963348948,0.8309
PIP4K2C,0.23132414608191237,0.00014223693488225962,0.8314
HOOK2,0.481400626639403,0.0001424201619113925,0.8316
TBC1D24,-0.37538132732871765,0.00014278501226399316,0.8323
MACROH2A1,0.3754638144667005,0.00014280311036110615,0.8323
ZFAND3,0.40635859085182874,0.00014289893199321806,0.8325
THAP8,1.0041336919472437,0.00014312050185939744,0.8327
LINC02346,-0.3606763256720096,0.00014314152315184262,0.8327
LOC100128593,0.6380104902027263,0.00014352808401663005,0.833
ADAL,1.3399200544237062,0.00014417652318691492,0.8336
DOK1,0.952273759519116,0.0001446801005948119,0.8339
TSC22D4-C7ORF61,0.8917396155184328,0.00014540506079257538,0.8349
ZNF229,1.3326517846587946,0.00014563256247316928,0.8354
RABL3,0.6640128372780534,0.00014630812210146584,0.8364
LOC122526776,0.39629335314123637,0.00014680692223361348,0.8371
CBR4,-1.515242380103268,0.00014681615906373958,0.8371
ELOVL1,-0.7600811807971499,0.00014688843617605233,0.8372
MICAL1,-1.1500108623986636,0.00014713213808602844,0.8379
MTMR4,-0.9633780378565318,0.000147298716194505,0.8382
ADAMTSL4,1.1150258141944827,0.00014734290168613804,0.8383
OGG1,0.33074372092335635,0.00014779231583048156,0.8389
LRATD1,0.7154291547750891,0.00014856633446572848,0.8402
FAM222A,-1.842114840671497,0.0001494427800420543,0.8414
ELN,1.0592367401393827,0.00014946240432821498,0.8414
NEBL,-0.9636585982851985,0.0001495024902251652,0.8414
RWDD1,0.4054161681422892,0.0001496209229473046,0.8414
DNAJB11,0.4688208700997539,0.00015054129548855696,0.8425
TSPAN17,1.248140171937283,0.00015059235736192777,0.8428
ACSL1,-1.9961725707817053,0.00015117179197691988,0.8433
UFSP1,1.8301858581504251,0.00015150561650164712,0.8439
TRIM5,1.8887105689945234,0.0001517927482074186,0.8442
CREB3L2,-1.2669203094247552,0.0001518012526865225,0.8442
MDM1,1.329357492532234,0.00015250159237541696,0.8454
EEF1AKMT4,2.3123324960336276,0.00015261669284963252,0.8455
